NM_MUNICIPIO,NR_ZONA,NR_SECAO,DS_CARGO,NM_VOTAVEL,QT_VOTOS
MAGE,148,121,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,148,25,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,49,DEPUTADO ESTADUAL,RICARDO DA KAROL,75
MAGE,110,417,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,110,297,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,557,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,365,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,481,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,44,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,426,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,9,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,110,441,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,1,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,206,DEPUTADO ESTADUAL,RICARDO DA KAROL,29
MAGE,148,249,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,539,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,67,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,148,209,DEPUTADO ESTADUAL,RICARDO DA KAROL,27
MAGE,148,188,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,110,9,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,148,32,DEPUTADO ESTADUAL,RICARDO DA KAROL,29
MAGE,110,34,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,185,DEPUTADO ESTADUAL,RICARDO DA KAROL,27
MAGE,110,456,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,110,428,DEPUTADO ESTADUAL,RICARDO DA KAROL,30
MAGE,110,512,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,186,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,148,54,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,148,251,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,16,DEPUTADO ESTADUAL,RICARDO DA KAROL,31
MAGE,110,366,DEPUTADO ESTADUAL,RICARDO DA KAROL,49
MAGE,110,491,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,148,73,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,90,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,110,330,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,447,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,535,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,167,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,110,463,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,110,421,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,29,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,492,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,267,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,194,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,472,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,248,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,488,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,509,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,208,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,517,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,148,271,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,554,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,246,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,547,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,231,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,120,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,110,352,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,241,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,110,550,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,134,DEPUTADO ESTADUAL,RICARDO DA KAROL,30
MAGE,110,321,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,219,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,148,277,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,521,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,148,272,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,543,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,148,273,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,483,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,148,229,DEPUTADO ESTADUAL,RICARDO DA KAROL,32
MAGE,148,222,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,112,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,72,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,104,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,471,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,8,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,92,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,117,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,21,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,247,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,33,DEPUTADO ESTADUAL,RICARDO DA KAROL,37
MAGE,110,493,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,404,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,84,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,437,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,265,DEPUTADO ESTADUAL,RICARDO DA KAROL,41
MAGE,148,278,DEPUTADO ESTADUAL,RICARDO DA KAROL,51
MAGE,110,542,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,100,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,283,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,59,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,384,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,21,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,143,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,475,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,89,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,110,414,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,110,408,DEPUTADO ESTADUAL,RICARDO DA KAROL,31
MAGE,148,285,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,110,16,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,12,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,407,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,117,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,110,268,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,269,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,161,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,19,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,254,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,170,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,430,DEPUTADO ESTADUAL,RICARDO DA KAROL,70
MAGE,148,68,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,551,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,110,241,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,3,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,153,DEPUTADO FEDERAL,JUNINHO DO PNEU,8
MAGE,148,128,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,158,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,399,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,51,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,385,DEPUTADO FEDERAL,JUNINHO DO PNEU,40
MAGE,110,108,DEPUTADO FEDERAL,JUNINHO DO PNEU,11
MAGE,110,432,DEPUTADO FEDERAL,JUNINHO DO PNEU,23
MAGE,148,203,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,263,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,109,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,22,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,173,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,411,DEPUTADO FEDERAL,JUNINHO DO PNEU,28
MAGE,148,191,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,49,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,190,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,545,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,461,DEPUTADO FEDERAL,JUNINHO DO PNEU,29
MAGE,110,464,DEPUTADO FEDERAL,JUNINHO DO PNEU,16
MAGE,148,114,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,110,308,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,81,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,104,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,422,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,110,112,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,410,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,105,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,110,36,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,540,DEPUTADO ESTADUAL,RICARDO DA KAROL,2
MAGE,148,150,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,122,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,58,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,520,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,196,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,250,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,403,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,261,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,148,197,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,78,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,110,125,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,238,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,91,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,110,434,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,315,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,160,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,13,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,50,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,123,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,60,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,108,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,236,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,259,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,200,DEPUTADO FEDERAL,JUNINHO DO PNEU,19
MAGE,110,409,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,101,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,237,DEPUTADO FEDERAL,JUNINHO DO PNEU,7
MAGE,110,415,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,148,162,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,96,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,146,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,85,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,425,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,17,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,110,494,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,110,233,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,108,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,46,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,148,198,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,13,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,480,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,275,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,160,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,110,236,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,510,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,29,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,222,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,148,112,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,72,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,104,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,110,471,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,8,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,315,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,110,440,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,519,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,110,28,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,13,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,50,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,148,123,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,60,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,148,9,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,441,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,1,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,206,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,186,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,306,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,415,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,237,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,200,DEPUTADO ESTADUAL,RICARDO DA KAROL,36
MAGE,110,490,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,172,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,92,DEPUTADO FEDERAL,MARCOS TAVARES,10
MAGE,110,21,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,117,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,483,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,273,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,229,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,246,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,231,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,547,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,148,120,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,550,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,352,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,134,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,247,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,84,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,437,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,259,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,409,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,170,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,247,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,41,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,445,DEPUTADO FEDERAL,JUNINHO DO PNEU,12
MAGE,110,504,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,487,DEPUTADO FEDERAL,JUNINHO DO PNEU,26
MAGE,110,101,DEPUTADO FEDERAL,JUNINHO DO PNEU,9
MAGE,110,291,DEPUTADO FEDERAL,JUNINHO DO PNEU,31
MAGE,148,267,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,492,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,194,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,472,DEPUTADO FEDERAL,JUNINHO DO PNEU,42
MAGE,148,248,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,54,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,251,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,366,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,16,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,153,DEPUTADO ESTADUAL,RICARDO DA KAROL,32
MAGE,110,270,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,148,128,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,158,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,110,554,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,110,321,DEPUTADO FEDERAL,JUNINHO DO PNEU,22
MAGE,148,219,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,277,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,272,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,45,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,548,DEPUTADO FEDERAL,JUNINHO DO PNEU,15
MAGE,110,474,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,148,121,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,249,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,9,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,9,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,206,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,110,441,DEPUTADO FEDERAL,JUNINHO DO PNEU,38
MAGE,148,1,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,399,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,51,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,385,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,108,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,110,436,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,148,186,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,410,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,110,498,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,421,DEPUTADO FEDERAL,JUNINHO DO PNEU,13
MAGE,148,96,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,146,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,148,217,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,52,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,85,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,110,506,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,222,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,112,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,72,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,104,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,110,471,DEPUTADO FEDERAL,JUNINHO DO PNEU,33
MAGE,148,92,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,8,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,117,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,21,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,483,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,273,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,229,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,246,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
