NM_MUNICIPIO,NR_ZONA,NR_SECAO,DS_CARGO,NM_VOTAVEL,QT_VOTOS
MAGE,148,231,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,547,DEPUTADO FEDERAL,JUNINHO DO PNEU,38
MAGE,110,352,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,550,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,120,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,241,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,134,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,110,247,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,203,DEPUTADO ESTADUAL,RICARDO DA KAROL,29
MAGE,110,432,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,148,109,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,263,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,22,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,267,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,492,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,194,DEPUTADO FEDERAL,MARCOS TAVARES,10
MAGE,110,472,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,248,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,54,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,251,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,491,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,366,DEPUTADO FEDERAL,MARCOS TAVARES,25
MAGE,148,16,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,162,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,101,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,41,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,247,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,466,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,511,DEPUTADO FEDERAL,MARCOS TAVARES,9
MAGE,110,445,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,504,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,487,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,101,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,106,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,291,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,554,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,321,DEPUTADO FEDERAL,MARCOS TAVARES,10
MAGE,148,219,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,277,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,521,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,148,272,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,552,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,165,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,57,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,161,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,269,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,391,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,45,DEPUTADO FEDERAL,MARCOS TAVARES,9
MAGE,110,474,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,548,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,244,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,121,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,249,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,9,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,226,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,425,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,17,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,148,19,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,254,DEPUTADO ESTADUAL,RICARDO DA KAROL,76
MAGE,148,199,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,2,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,84,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,437,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,173,DEPUTADO ESTADUAL,RICARDO DA KAROL,32
MAGE,110,411,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,191,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,49,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,190,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,469,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,544,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,81,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,41,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,527,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,545,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,461,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,110,464,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,114,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,308,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,502,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,55,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,275,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,440,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,160,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,315,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,519,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,28,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,13,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,50,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,123,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,60,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,494,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,233,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,108,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,46,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,198,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,13,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,480,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,26,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,174,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,522,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,226,DEPUTADO FEDERAL,JUNINHO DO PNEU,9
MAGE,148,4,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,228,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,115,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,39,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,210,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,144,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,367,DEPUTADO FEDERAL,JUNINHO DO PNEU,11
MAGE,110,236,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,510,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,306,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,200,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,415,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,490,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,172,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,498,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,148,96,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,146,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,217,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,432,DEPUTADO FEDERAL,MARCOS TAVARES,12
MAGE,148,203,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,148,263,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,22,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,109,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,173,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,411,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,191,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,235,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,157,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,318,DEPUTADO FEDERAL,JUNINHO DO PNEU,31
MAGE,110,106,DEPUTADO FEDERAL,JUNINHO DO PNEU,7
MAGE,110,278,DEPUTADO FEDERAL,JUNINHO DO PNEU,30
MAGE,148,20,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,25,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,114,DEPUTADO FEDERAL,JUNINHO DO PNEU,11
MAGE,148,14,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,215,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,284,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,402,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,406,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,531,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,94,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,49,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,190,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,527,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,461,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,464,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,148,114,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,538,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,308,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,502,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,55,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,168,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,429,DEPUTADO FEDERAL,JUNINHO DO PNEU,37
MAGE,110,544,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,469,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,81,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,24,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,232,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,65,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,298,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,179,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,264,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,52,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,97,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,85,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,506,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,226,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,425,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,102,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,181,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,223,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,17,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,268,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,552,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,269,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,57,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,41,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,19,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,199,DEPUTADO FEDERAL,MARCOS TAVARES,13
MAGE,110,2,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,170,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,270,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,128,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,158,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,399,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,51,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,385,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,108,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,436,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,103,DEPUTADO FEDERAL,JUNINHO DO PNEU,15
MAGE,110,400,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,396,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,105,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,7,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,18,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,460,DEPUTADO FEDERAL,JUNINHO DO PNEU,39
MAGE,110,113,DEPUTADO FEDERAL,JUNINHO DO PNEU,8
MAGE,110,324,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,138,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,559,DEPUTADO FEDERAL,JUNINHO DO PNEU,31
MAGE,110,470,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,127,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,387,DEPUTADO FEDERAL,JUNINHO DO PNEU,33
MAGE,110,468,DEPUTADO FEDERAL,JUNINHO DO PNEU,9
MAGE,110,107,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,148,18,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,351,DEPUTADO FEDERAL,JUNINHO DO PNEU,9
MAGE,110,393,DEPUTADO FEDERAL,JUNINHO DO PNEU,18
MAGE,110,27,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,64,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,110,489,DEPUTADO FEDERAL,JUNINHO DO PNEU,12
MAGE,110,23,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,6,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,555,DEPUTADO FEDERAL,JUNINHO DO PNEU,24
MAGE,148,61,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,149,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,110,394,DEPUTADO FEDERAL,JUNINHO DO PNEU,36
MAGE,148,145,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,45,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,192,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,412,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,401,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,334,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,38,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,450,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,2,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,132,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,110,24,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,305,DEPUTADO FEDERAL,JUNINHO DO PNEU,12
MAGE,110,392,DEPUTADO FEDERAL,JUNINHO DO PNEU,11
MAGE,110,427,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,279,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,242,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,451,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,473,DEPUTADO FEDERAL,JUNINHO DO PNEU,8
MAGE,148,7,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,541,DEPUTADO FEDERAL,JUNINHO DO PNEU,38
MAGE,148,282,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,236,DEPUTADO FEDERAL,JUNINHO DO PNEU,13
MAGE,110,331,DEPUTADO FEDERAL,JUNINHO DO PNEU,32
MAGE,148,257,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,87,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,245,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,103,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,224,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,184,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,316,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,133,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,141,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,556,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,395,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,442,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,240,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,118,DEPUTADO FEDERAL,JUNINHO DO PNEU,27
MAGE,110,424,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,110,8,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,47,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,110,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,11,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,204,DEPUTADO FEDERAL,JUNINHO DO PNEU,7
MAGE,148,148,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,446,DEPUTADO FEDERAL,JUNINHO DO PNEU,26
MAGE,148,159,DEPUTADO FEDERAL,JUNINHO DO PNEU,16
MAGE,110,479,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,110,503,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,497,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,256,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,48,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,79,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,281,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,86,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,120,DEPUTADO FEDERAL,JUNINHO DO PNEU,16
MAGE,148,125,DEPUTADO FEDERAL,JUNINHO DO PNEU,23
MAGE,148,122,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,193,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,459,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,201,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,127,DEPUTADO FEDERAL,JUNINHO DO PNEU,21
MAGE,110,444,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,560,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,148,135,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,110,DEPUTADO FEDERAL,JUNINHO DO PNEU,7
MAGE,148,164,DEPUTADO FEDERAL,JUNINHO DO PNEU,18
MAGE,148,240,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,110,51,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,28,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,29,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,62,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,75,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,340,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,115,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,457,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,110,485,DEPUTADO FEDERAL,JUNINHO DO PNEU,55
MAGE,110,390,DEPUTADO FEDERAL,JUNINHO DO PNEU,40
MAGE,110,454,DEPUTADO FEDERAL,JUNINHO DO PNEU,28
MAGE,148,63,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,262,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,121,DEPUTADO FEDERAL,JUNINHO DO PNEU,33
MAGE,110,288,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,245,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,276,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,171,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,15,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,27,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
