NM_MUNICIPIO,NR_ZONA,NR_SECAO,DS_CARGO,NM_VOTAVEL,QT_VOTOS
MAGE,110,119,DEPUTADO FEDERAL,JUNINHO DO PNEU,30
MAGE,148,177,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,32,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,126,DEPUTADO FEDERAL,JUNINHO DO PNEU,16
MAGE,148,124,DEPUTADO FEDERAL,JUNINHO DO PNEU,11
MAGE,148,180,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,126,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,75,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,340,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,115,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,457,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,148,140,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,110,390,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,485,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,110,501,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,454,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,262,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,63,DEPUTADO ESTADUAL,RICARDO DA KAROL,30
MAGE,148,212,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,107,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,121,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,288,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,171,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,276,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,148,216,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,245,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,15,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,27,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,119,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,541,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,11,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,148,155,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,204,DEPUTADO ESTADUAL,RICARDO DA KAROL,48
MAGE,110,467,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,132,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,11,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,24,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,42,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,110,305,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,392,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,427,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,279,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,473,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,7,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,148,230,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,148,242,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,451,DEPUTADO ESTADUAL,RICARDO DA KAROL,44
MAGE,110,524,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,148,264,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,179,DEPUTADO ESTADUAL,RICARDO DA KAROL,33
MAGE,148,97,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,110,43,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,48,DEPUTADO ESTADUAL,RICARDO DA KAROL,60
MAGE,148,102,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,181,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,223,DEPUTADO ESTADUAL,RICARDO DA KAROL,57
MAGE,148,268,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,110,103,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,532,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,56,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,448,DEPUTADO ESTADUAL,RICARDO DA KAROL,50
MAGE,110,400,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,17,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,30,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,396,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,271,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,33,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,493,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,404,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,241,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,3,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,403,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,197,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,18,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,460,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,113,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,324,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,261,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,78,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,125,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,36,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,540,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,150,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,265,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,278,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,542,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,100,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,59,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,283,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,7,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,105,DEPUTADO ESTADUAL,RICARDO DA KAROL,31
MAGE,148,26,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,148,174,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,559,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,138,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,110,470,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,148,127,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,148,255,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,110,387,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,110,107,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,468,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,68,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,430,DEPUTADO FEDERAL,MARCOS TAVARES,17
MAGE,148,104,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,122,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,58,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,520,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,250,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,196,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,110,238,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,91,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,434,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,90,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,10,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,148,14,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,478,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,215,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,534,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,187,DEPUTADO ESTADUAL,RICARDO DA KAROL,30
MAGE,148,258,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,148,18,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,351,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,285,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,408,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,89,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,414,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,148,12,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,407,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,117,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,268,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,543,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,393,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,27,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,531,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,148,94,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,538,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,284,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,169,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,110,402,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,406,DEPUTADO ESTADUAL,RICARDO DA KAROL,30
MAGE,148,214,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,462,DEPUTADO ESTADUAL,RICARDO DA KAROL,57
MAGE,148,4,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,522,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,226,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,115,DEPUTADO ESTADUAL,RICARDO DA KAROL,32
MAGE,148,228,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,110,528,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,148,39,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,168,DEPUTADO ESTADUAL,RICARDO DA KAROL,34
MAGE,110,429,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,24,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,232,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,65,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,298,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,235,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,453,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,334,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,450,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,38,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,2,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,110,316,DEPUTADO ESTADUAL,RICARDO DA KAROL,37
MAGE,148,148,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,148,205,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,148,210,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,110,367,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,144,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,148,157,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,318,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,110,106,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,20,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,278,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,110,25,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,114,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,19,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,148,159,DEPUTADO ESTADUAL,RICARDO DA KAROL,36
MAGE,110,446,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,479,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,503,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,497,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,256,DEPUTADO ESTADUAL,RICARDO DA KAROL,33
MAGE,110,48,DEPUTADO ESTADUAL,RICARDO DA KAROL,27
MAGE,148,281,DEPUTADO ESTADUAL,RICARDO DA KAROL,29
MAGE,148,79,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,86,DEPUTADO ESTADUAL,RICARDO DA KAROL,27
MAGE,110,120,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,125,DEPUTADO ESTADUAL,RICARDO DA KAROL,45
MAGE,148,3,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,176,DEPUTADO ESTADUAL,RICARDO DA KAROL,60
MAGE,148,122,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,148,6,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,148,143,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,475,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,21,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,384,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,539,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,67,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,32,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,188,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,209,DEPUTADO FEDERAL,MARCOS TAVARES,12
MAGE,110,34,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,185,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,110,456,DEPUTADO FEDERAL,MARCOS TAVARES,15
MAGE,110,512,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,428,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,330,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,447,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,535,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,167,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,463,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,488,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,509,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,208,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,517,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,271,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,133,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,141,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,14,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,110,486,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,556,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,110,484,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,118,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,424,DEPUTADO ESTADUAL,RICARDO DA KAROL,2
MAGE,110,8,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,395,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,530,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,110,442,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,240,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,129,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,47,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,110,DEPUTADO ESTADUAL,RICARDO DA KAROL,31
MAGE,110,26,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,184,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,515,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,193,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,459,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,405,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,110,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,164,DEPUTADO ESTADUAL,RICARDO DA KAROL,46
MAGE,148,113,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,525,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,148,201,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,127,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,110,444,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,110,560,DEPUTADO ESTADUAL,RICARDO DA KAROL,2
MAGE,148,135,DEPUTADO ESTADUAL,RICARDO DA KAROL,31
MAGE,110,51,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,240,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,28,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,148,29,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,61,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,110,533,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,529,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,516,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,148,243,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,282,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,148,130,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,236,DEPUTADO ESTADUAL,RICARDO DA KAROL,30
MAGE,110,508,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,331,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,12,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,257,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,182,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,87,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,394,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,145,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,149,DEPUTADO ESTADUAL,RICARDO DA KAROL,34
MAGE,148,245,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,148,103,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,224,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,252,DEPUTADO ESTADUAL,RICARDO DA KAROL,58
MAGE,110,412,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,110,401,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,110,496,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,39,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,45,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,192,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,477,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,443,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,64,DEPUTADO ESTADUAL,RICARDO DA KAROL,29
MAGE,110,489,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,62,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,37,DEPUTADO ESTADUAL,RICARDO DA KAROL,58
MAGE,148,177,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,6,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,439,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,233,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,555,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,420,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,23,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,32,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,126,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,124,DEPUTADO ESTADUAL,RICARDO DA KAROL,29
MAGE,148,180,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,126,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
